id,x,y,z
630,-0.693431,4.863137,0.097980
631,-0.750000,4.863137,0.113137
632,-0.806569,4.863137,0.097980
633,-0.847980,4.863137,0.056569
634,-0.863137,4.863137,0.000000
635,-0.847980,4.863137,-0.056569
636,-0.806569,4.863137,-0.097980
637,-0.750000,4.863137,-0.113137
638,-0.693431,4.863137,-0.097980
639,-0.652020,4.863137,-0.056569
640,-0.602179,4.811229,0.000000
641,-0.621983,4.811229,0.073910
642,-0.676090,4.811229,0.128017
643,-0.750000,4.811229,0.147821
644,-0.823910,4.811229,0.128017
645,-0.878017,4.811229,0.073910
646,-0.897821,4.811229,0.000000
647,-0.878017,4.811229,-0.073910
648,-0.823910,4.811229,-0.128017
649,-0.750000,4.811229,-0.147821
650,-0.676090,4.811229,-0.128017
651,-0.621983,4.811229,-0.073910
652,-0.590000,4.750000,0.000000
653,-0.611436,4.750000,0.080000
654,-0.670000,4.750000,0.138564
655,-0.750000,4.750000,0.160000
656,-0.830000,4.750000,0.138564
657,-0.888564,4.750000,0.080000
658,-0.910000,4.750000,0.000000
659,-0.888564,4.750000,-0.080000
660,-0.830000,4.750000,-0.138564
661,-0.750000,4.750000,-0.160000
662,-0.670000,4.750000,-0.138564
663,-0.611436,4.750000,-0.080000
664,-0.602179,4.688771,0.000000
665,-0.621983,4.688771,0.073910
666,-0.676090,4.688771,0.128017
667,-0.750000,4.688771,0.147821
668,-0.823910,4.688771,0.128017
669,-0.878017,4.688771,0.073910
670,-0.897821,4.688771,0.000000
671,-0.878017,4.688771,-0.073910
672,-0.823910,4.688771,-0.128017
673,-0.750000,4.688771,-0.147821
674,-0.676090,4.688771,-0.128017
675,-0.621983,4.688771,-0.073910
676,-0.636863,4.636863,0.000000
677,-0.652020,4.636863,0.056569
678,-0.693431,4.636863,0.097980
679,-0.750000,4.636863,0.113137
680,-0.806569,4.636863,0.097980
681,-0.847980,4.636863,0.056569
682,-0.863137,4.636863,0.000000
683,-0.847980,4.636863,-0.056569
684,-0.806569,4.636863,-0.097980
685,-0.750000,4.636863,-0.113137
686,-0.693431,4.636863,-0.097980
